meas_id,lot_id,wafer_id,die_id,via_id,via_type,layer,resistance_ohm,continuity_pass,mean_humidity_pct,anneal_temp_c,meas_timestamp
3463,LOT004,LOT004-W03,7,4,copper,M1,0.8211,True,50.0,412.38,2024-03-02T11:51:30
3464,LOT004,LOT004-W03,7,5,tungsten,M2,1.4503,True,50.0,412.38,2024-03-02T11:52:00
3465,LOT004,LOT004-W03,7,6,copper,M2,1.1701,True,50.0,412.38,2024-03-02T11:52:30
3466,LOT004,LOT004-W03,7,7,copper,M4,1.759,True,50.0,412.38,2024-03-02T11:53:00
3467,LOT004,LOT004-W03,7,8,tungsten,M3,1.8866,True,50.0,412.38,2024-03-02T11:53:30
3468,LOT004,LOT004-W03,7,9,tungsten,M2,1.233,True,50.0,412.38,2024-03-02T11:54:00
3469,LOT004,LOT004-W03,7,10,copper,M3,1.4833,True,50.0,412.38,2024-03-02T11:54:30
3470,LOT004,LOT004-W03,8,1,copper,M1,0.7774,False,50.0,412.38,2024-03-02T11:55:00
3471,LOT004,LOT004-W03,8,2,tungsten,M2,1.3316,True,50.0,412.38,2024-03-02T11:55:30
3472,LOT004,LOT004-W03,8,3,tungsten,M3,1.7823,True,50.0,412.38,2024-03-02T11:56:00
3473,LOT004,LOT004-W03,8,4,tungsten,M4,2.0997,True,50.0,412.38,2024-03-02T11:56:30
3474,LOT004,LOT004-W03,8,5,copper,M1,0.8001,True,50.0,412.38,2024-03-02T11:57:00
3475,LOT004,LOT004-W03,8,6,tungsten,M1,1.0979,True,50.0,412.38,2024-03-02T11:57:30
3476,LOT004,LOT004-W03,8,7,copper,M1,0.7814,True,50.0,412.38,2024-03-02T11:58:00
3477,LOT004,LOT004-W03,8,8,copper,M3,1.5753,True,50.0,412.38,2024-03-02T11:58:30
3478,LOT004,LOT004-W03,8,9,tungsten,M3,1.7254,True,50.0,412.38,2024-03-02T11:59:00
3479,LOT004,LOT004-W03,8,10,tungsten,M3,2.0143,True,50.0,412.38,2024-03-02T11:59:30
3480,LOT004,LOT004-W03,9,1,tungsten,M1,0.9826,True,50.0,412.38,2024-03-02T12:00:00
3481,LOT004,LOT004-W03,9,2,tungsten,M4,2.1417,True,50.0,412.38,2024-03-02T12:00:30
3482,LOT004,LOT004-W03,9,3,copper,M2,1.0708,True,50.0,412.38,2024-03-02T12:01:00
3483,LOT004,LOT004-W03,9,4,copper,M3,1.4658,True,50.0,412.38,2024-03-02T12:01:30
3484,LOT004,LOT004-W03,9,5,copper,M1,0.8078,True,50.0,412.38,2024-03-02T12:02:00
3485,LOT004,LOT004-W03,9,6,copper,M4,1.6637,True,50.0,412.38,2024-03-02T12:02:30
3486,LOT004,LOT004-W03,9,7,copper,M1,0.8408,True,50.0,412.38,2024-03-02T12:03:00
3487,LOT004,LOT004-W03,9,8,copper,M1,0.8439,True,50.0,412.38,2024-03-02T12:03:30
3488,LOT004,LOT004-W03,9,9,tungsten,M3,1.7667,True,50.0,412.38,2024-03-02T12:04:00
3489,LOT004,LOT004-W03,9,10,copper,M4,1.8008,True,50.0,412.38,2024-03-02T12:04:30
3490,LOT004,LOT004-W03,10,1,copper,M1,0.8496,True,50.0,412.38,2024-03-02T12:05:00
3491,LOT004,LOT004-W03,10,2,copper,M3,1.3924,True,50.0,412.38,2024-03-02T12:05:30
3492,LOT004,LOT004-W03,10,3,tungsten,M1,0.9807,True,50.0,412.38,2024-03-02T12:06:00
3493,LOT004,LOT004-W03,10,4,tungsten,M3,1.8797,True,50.0,412.38,2024-03-02T12:06:30
3494,LOT004,LOT004-W03,10,5,tungsten,M2,1.3681,True,50.0,412.38,2024-03-02T12:07:00
3495,LOT004,LOT004-W03,10,6,copper,M2,1.1807,True,50.0,412.38,2024-03-02T12:07:30
3496,LOT004,LOT004-W03,10,7,copper,M4,1.6212,True,50.0,412.38,2024-03-02T12:08:00
3497,LOT004,LOT004-W03,10,8,tungsten,M1,0.9935,True,50.0,412.38,2024-03-02T12:08:30
3498,LOT004,LOT004-W03,10,9,tungsten,M1,0.9841,True,50.0,412.38,2024-03-02T12:09:00
3499,LOT004,LOT004-W03,10,10,tungsten,M4,2.1332,True,50.0,412.38,2024-03-02T12:09:30
3500,LOT004,LOT004-W03,11,1,tungsten,M2,1.3507,True,50.0,412.38,2024-03-02T12:10:00
3501,LOT004,LOT004-W03,11,2,tungsten,M3,1.8222,True,50.0,412.38,2024-03-02T12:10:30
3502,LOT004,LOT004-W03,11,3,copper,M1,0.8942,True,50.0,412.38,2024-03-02T12:11:00
3503,LOT004,LOT004-W03,11,4,copper,M1,0.8287,True,50.0,412.38,2024-03-02T12:11:30
3504,LOT004,LOT004-W03,11,5,copper,M4,1.7018,True,50.0,412.38,2024-03-02T12:12:00
3505,LOT004,LOT004-W03,11,6,tungsten,M1,0.9753,True,50.0,412.38,2024-03-02T12:12:30
3506,LOT004,LOT004-W03,11,7,tungsten,M3,1.9346,True,50.0,412.38,2024-03-02T12:13:00
3507,LOT004,LOT004-W03,11,8,tungsten,M1,1.073,True,50.0,412.38,2024-03-02T12:13:30
3508,LOT004,LOT004-W03,11,9,tungsten,M3,1.8973,True,50.0,412.38,2024-03-02T12:14:00
3509,LOT004,LOT004-W03,11,10,tungsten,M3,1.7616,True,50.0,412.38,2024-03-02T12:14:30
3510,LOT004,LOT004-W03,12,1,copper,M3,1.4636,False,50.0,412.38,2024-03-02T12:15:00
3511,LOT004,LOT004-W03,12,2,copper,M3,1.3641,True,50.0,412.38,2024-03-02T12:15:30
3512,LOT004,LOT004-W03,12,3,copper,M4,1.7344,True,50.0,412.38,2024-03-02T12:16:00
3513,LOT004,LOT004-W03,12,4,copper,M1,0.6966,True,50.0,412.38,2024-03-02T12:16:30
3514,LOT004,LOT004-W03,12,5,tungsten,M1,1.0585,True,50.0,412.38,2024-03-02T12:17:00
3515,LOT004,LOT004-W03,12,6,tungsten,M3,1.8722,True,50.0,412.38,2024-03-02T12:17:30
3516,LOT004,LOT004-W03,12,7,tungsten,M3,1.7691,True,50.0,412.38,2024-03-02T12:18:00
3517,LOT004,LOT004-W03,12,8,tungsten,M1,1.0301,True,50.0,412.38,2024-03-02T12:18:30
3518,LOT004,LOT004-W03,12,9,tungsten,M2,1.3697,True,50.0,412.38,2024-03-02T12:19:00
3519,LOT004,LOT004-W03,12,10,copper,M1,0.7414,False,50.0,412.38,2024-03-02T12:19:30
3520,LOT004,LOT004-W03,13,1,tungsten,M3,1.8481,True,50.0,412.38,2024-03-02T12:20:00
3521,LOT004,LOT004-W03,13,2,copper,M3,1.3337,False,50.0,412.38,2024-03-02T12:20:30
3522,LOT004,LOT004-W03,13,3,copper,M3,1.3956,True,50.0,412.38,2024-03-02T12:21:00
3523,LOT004,LOT004-W03,13,4,copper,M2,1.0688,True,50.0,412.38,2024-03-02T12:21:30
3524,LOT004,LOT004-W03,13,5,tungsten,M1,1.0164,True,50.0,412.38,2024-03-02T12:22:00
3525,LOT004,LOT004-W03,13,6,copper,M1,0.7803,True,50.0,412.38,2024-03-02T12:22:30
3526,LOT004,LOT004-W03,13,7,tungsten,M3,1.9664,True,50.0,412.38,2024-03-02T12:23:00
3527,LOT004,LOT004-W03,13,8,tungsten,M2,1.3824,True,50.0,412.38,2024-03-02T12:23:30
3528,LOT004,LOT004-W03,13,9,copper,M4,1.6653,True,50.0,412.38,2024-03-02T12:24:00
3529,LOT004,LOT004-W03,13,10,tungsten,M1,1.0201,True,50.0,412.38,2024-03-02T12:24:30
3530,LOT004,LOT004-W03,14,1,copper,M3,1.4653,True,50.0,412.38,2024-03-02T12:25:00
3531,LOT004,LOT004-W03,14,2,copper,M4,1.7295,True,50.0,412.38,2024-03-02T12:25:30
3532,LOT004,LOT004-W03,14,3,copper,M4,1.683,True,50.0,412.38,2024-03-02T12:26:00
3533,LOT004,LOT004-W03,14,4,copper,M3,1.349,True,50.0,412.38,2024-03-02T12:26:30
3534,LOT004,LOT004-W03,14,5,tungsten,M4,2.145,True,50.0,412.38,2024-03-02T12:27:00
3535,LOT004,LOT004-W03,14,6,tungsten,M1,1.0625,True,50.0,412.38,2024-03-02T12:27:30
3536,LOT004,LOT004-W03,14,7,copper,M3,1.4938,True,50.0,412.38,2024-03-02T12:28:00
3537,LOT004,LOT004-W03,14,8,copper,M2,1.1626,True,50.0,412.38,2024-03-02T12:28:30
3538,LOT004,LOT004-W03,14,9,tungsten,M1,1.0121,True,50.0,412.38,2024-03-02T12:29:00
3539,LOT004,LOT004-W03,14,10,copper,M1,0.8351,True,50.0,412.38,2024-03-02T12:29:30
3540,LOT004,LOT004-W03,15,1,tungsten,M2,1.3811,True,50.0,412.38,2024-03-02T12:30:00
3541,LOT004,LOT004-W03,15,2,copper,M3,1.4752,True,50.0,412.38,2024-03-02T12:30:30
3542,LOT004,LOT004-W03,15,3,tungsten,M2,1.586,True,50.0,412.38,2024-03-02T12:31:00
3543,LOT004,LOT004-W03,15,4,copper,M4,1.6108,True,50.0,412.38,2024-03-02T12:31:30
3544,LOT004,LOT004-W03,15,5,copper,M3,1.4591,True,50.0,412.38,2024-03-02T12:32:00
3545,LOT004,LOT004-W03,15,6,tungsten,M2,1.3805,True,50.0,412.38,2024-03-02T12:32:30
3546,LOT004,LOT004-W03,15,7,copper,M2,1.1155,True,50.0,412.38,2024-03-02T12:33:00
3547,LOT004,LOT004-W03,15,8,copper,M4,1.737,False,50.0,412.38,2024-03-02T12:33:30
3548,LOT004,LOT004-W03,15,9,copper,M1,0.847,True,50.0,412.38,2024-03-02T12:34:00
3549,LOT004,LOT004-W03,15,10,tungsten,M2,1.4449,True,50.0,412.38,2024-03-02T12:34:30
3550,LOT004,LOT004-W03,16,1,copper,M4,1.815,True,50.0,412.38,2024-03-02T12:35:00
3551,LOT004,LOT004-W03,16,2,copper,M4,1.8016,True,50.0,412.38,2024-03-02T12:35:30
3552,LOT004,LOT004-W03,16,3,tungsten,M1,0.9477,True,50.0,412.38,2024-03-02T12:36:00
3553,LOT004,LOT004-W03,16,4,tungsten,M3,1.9552,True,50.0,412.38,2024-03-02T12:36:30
3554,LOT004,LOT004-W03,16,5,copper,M3,1.3269,True,50.0,412.38,2024-03-02T12:37:00
3555,LOT004,LOT004-W03,16,6,copper,M4,1.6858,True,50.0,412.38,2024-03-02T12:37:30
3556,LOT004,LOT004-W03,16,7,copper,M3,1.5603,True,50.0,412.38,2024-03-02T12:38:00
3557,LOT004,LOT004-W03,16,8,tungsten,M1,1.0844,True,50.0,412.38,2024-03-02T12:38:30
3558,LOT004,LOT004-W03,16,9,copper,M1,0.8153,True,50.0,412.38,2024-03-02T12:39:00
3559,LOT004,LOT004-W03,16,10,copper,M2,1.0287,True,50.0,412.38,2024-03-02T12:39:30
3560,LOT004,LOT004-W03,17,1,copper,M4,1.8544,True,50.0,412.38,2024-03-02T12:40:00
3561,LOT004,LOT004-W03,17,2,copper,M2,1.0473,True,50.0,412.38,2024-03-02T12:40:30
3562,LOT004,LOT004-W03,17,3,copper,M1,0.824,True,50.0,412.38,2024-03-02T12:41:00
3563,LOT004,LOT004-W03,17,4,copper,M1,0.7455,True,50.0,412.38,2024-03-02T12:41:30
3564,LOT004,LOT004-W03,17,5,copper,M3,1.3497,True,50.0,412.38,2024-03-02T12:42:00
3565,LOT004,LOT004-W03,17,6,tungsten,M1,1.0046,True,50.0,412.38,2024-03-02T12:42:30
3566,LOT004,LOT004-W03,17,7,copper,M3,1.4281,True,50.0,412.38,2024-03-02T12:43:00
3567,LOT004,LOT004-W03,17,8,tungsten,M3,1.8262,True,50.0,412.38,2024-03-02T12:43:30
3568,LOT004,LOT004-W03,17,9,tungsten,M2,1.3441,True,50.0,412.38,2024-03-02T12:44:00
3569,LOT004,LOT004-W03,17,10,copper,M2,1.0782,True,50.0,412.38,2024-03-02T12:44:30
3570,LOT004,LOT004-W03,18,1,copper,M4,1.5445,False,50.0,412.38,2024-03-02T12:45:00
3571,LOT004,LOT004-W03,18,2,copper,M3,1.4028,True,50.0,412.38,2024-03-02T12:45:30
3572,LOT004,LOT004-W03,18,3,tungsten,M2,1.3903,True,50.0,412.38,2024-03-02T12:46:00
3573,LOT004,LOT004-W03,18,4,copper,M2,1.0657,True,50.0,412.38,2024-03-02T12:46:30
3574,LOT004,LOT004-W03,18,5,tungsten,M3,1.8364,True,50.0,412.38,2024-03-02T12:47:00
3575,LOT004,LOT004-W03,18,6,tungsten,M3,1.9358,True,50.0,412.38,2024-03-02T12:47:30
3576,LOT004,LOT004-W03,18,7,copper,M2,1.1332,True,50.0,412.38,2024-03-02T12:48:00
3577,LOT004,LOT004-W03,18,8,copper,M1,0.7757,True,50.0,412.38,2024-03-02T12:48:30
3578,LOT004,LOT004-W03,18,9,copper,M4,1.6884,True,50.0,412.38,2024-03-02T12:49:00
3579,LOT004,LOT004-W03,18,10,tungsten,M2,1.4997,True,50.0,412.38,2024-03-02T12:49:30
3580,LOT004,LOT004-W03,19,1,tungsten,M1,0.9664,True,50.0,412.38,2024-03-02T12:50:00
3581,LOT004,LOT004-W03,19,2,tungsten,M4,1.9984,True,50.0,412.38,2024-03-02T12:50:30
3582,LOT004,LOT004-W03,19,3,tungsten,M1,0.9695,True,50.0,412.38,2024-03-02T12:51:00
3583,LOT004,LOT004-W03,19,4,copper,M4,1.5877,False,50.0,412.38,2024-03-02T12:51:30
3584,LOT004,LOT004-W03,19,5,copper,M4,1.7525,True,50.0,412.38,2024-03-02T12:52:00
3585,LOT004,LOT004-W03,19,6,tungsten,M2,1.2568,True,50.0,412.38,2024-03-02T12:52:30
3586,LOT004,LOT004-W03,19,7,copper,M4,1.6579,True,50.0,412.38,2024-03-02T12:53:00
3587,LOT004,LOT004-W03,19,8,copper,M1,0.8149,True,50.0,412.38,2024-03-02T12:53:30
3588,LOT004,LOT004-W03,19,9,tungsten,M4,2.269,True,50.0,412.38,2024-03-02T12:54:00
3589,LOT004,LOT004-W03,19,10,tungsten,M4,2.1891,True,50.0,412.38,2024-03-02T12:54:30
3590,LOT004,LOT004-W03,20,1,copper,M1,0.819,True,50.0,412.38,2024-03-02T12:55:00
3591,LOT004,LOT004-W03,20,2,tungsten,M3,1.9436,True,50.0,412.38,2024-03-02T12:55:30
3592,LOT004,LOT004-W03,20,3,copper,M4,1.6286,True,50.0,412.38,2024-03-02T12:56:00
3593,LOT004,LOT004-W03,20,4,copper,M1,0.762,True,50.0,412.38,2024-03-02T12:56:30
3594,LOT004,LOT004-W03,20,5,copper,M2,1.0285,True,50.0,412.38,2024-03-02T12:57:00
3595,LOT004,LOT004-W03,20,6,copper,M3,1.394,True,50.0,412.38,2024-03-02T12:57:30
3596,LOT004,LOT004-W03,20,7,tungsten,M4,2.064,True,50.0,412.38,2024-03-02T12:58:00
3597,LOT004,LOT004-W03,20,8,copper,M2,1.206,False,50.0,412.38,2024-03-02T12:58:30
3598,LOT004,LOT004-W03,20,9,copper,M2,1.0841,True,50.0,412.38,2024-03-02T12:59:00
3599,LOT004,LOT004-W03,20,10,tungsten,M3,1.7291,True,50.0,412.38,2024-03-02T12:59:30
3600,LOT004,LOT004-W04,1,1,tungsten,M1,0.933,True,50.05,400.07,2024-03-02T13:00:00
3601,LOT004,LOT004-W04,1,2,tungsten,M2,1.3876,True,50.05,400.07,2024-03-02T13:00:30
3602,LOT004,LOT004-W04,1,3,tungsten,M1,0.92,True,50.05,400.07,2024-03-02T13:01:00
3603,LOT004,LOT004-W04,1,4,copper,M3,1.4228,False,50.05,400.07,2024-03-02T13:01:30
3604,LOT004,LOT004-W04,1,5,tungsten,M3,1.8088,True,50.05,400.07,2024-03-02T13:02:00
3605,LOT004,LOT004-W04,1,6,copper,M1,0.8078,True,50.05,400.07,2024-03-02T13:02:30
3606,LOT004,LOT004-W04,1,7,tungsten,M3,1.8531,True,50.05,400.07,2024-03-02T13:03:00
3607,LOT004,LOT004-W04,1,8,copper,M3,1.3895,True,50.05,400.07,2024-03-02T13:03:30
3608,LOT004,LOT004-W04,1,9,tungsten,M4,2.1715,True,50.05,400.07,2024-03-02T13:04:00
3609,LOT004,LOT004-W04,1,10,copper,M1,0.7702,False,50.05,400.07,2024-03-02T13:04:30
3610,LOT004,LOT004-W04,2,1,tungsten,M4,2.0527,True,50.05,400.07,2024-03-02T13:05:00
3611,LOT004,LOT004-W04,2,2,tungsten,M2,1.3787,True,50.05,400.07,2024-03-02T13:05:30
3612,LOT004,LOT004-W04,2,3,copper,M1,0.7959,True,50.05,400.07,2024-03-02T13:06:00
3613,LOT004,LOT004-W04,2,4,copper,M4,1.7518,True,50.05,400.07,2024-03-02T13:06:30
3614,LOT004,LOT004-W04,2,5,copper,M2,1.1032,True,50.05,400.07,2024-03-02T13:07:00
3615,LOT004,LOT004-W04,2,6,tungsten,M4,2.0034,True,50.05,400.07,2024-03-02T13:07:30
3616,LOT004,LOT004-W04,2,7,copper,M4,1.7768,True,50.05,400.07,2024-03-02T13:08:00
3617,LOT004,LOT004-W04,2,8,copper,M4,1.6689,True,50.05,400.07,2024-03-02T13:08:30
3618,LOT004,LOT004-W04,2,9,tungsten,M2,1.4287,True,50.05,400.07,2024-03-02T13:09:00
3619,LOT004,LOT004-W04,2,10,tungsten,M4,2.0928,True,50.05,400.07,2024-03-02T13:09:30
3620,LOT004,LOT004-W04,3,1,tungsten,M3,1.8051,True,50.05,400.07,2024-03-02T13:10:00
3621,LOT004,LOT004-W04,3,2,copper,M4,1.8483,True,50.05,400.07,2024-03-02T13:10:30
3622,LOT004,LOT004-W04,3,3,copper,M4,1.7543,True,50.05,400.07,2024-03-02T13:11:00
3623,LOT004,LOT004-W04,3,4,tungsten,M3,1.7766,True,50.05,400.07,2024-03-02T13:11:30
3624,LOT004,LOT004-W04,3,5,copper,M2,1.1906,True,50.05,400.07,2024-03-02T13:12:00
3625,LOT004,LOT004-W04,3,6,tungsten,M4,1.9317,True,50.05,400.07,2024-03-02T13:12:30
3626,LOT004,LOT004-W04,3,7,tungsten,M2,1.3928,True,50.05,400.07,2024-03-02T13:13:00
3627,LOT004,LOT004-W04,3,8,copper,M3,1.4104,True,50.05,400.07,2024-03-02T13:13:30
3628,LOT004,LOT004-W04,3,9,copper,M2,1.0343,True,50.05,400.07,2024-03-02T13:14:00
3629,LOT004,LOT004-W04,3,10,copper,M1,0.7585,True,50.05,400.07,2024-03-02T13:14:30
3630,LOT004,LOT004-W04,4,1,copper,M3,1.4238,True,50.05,400.07,2024-03-02T13:15:00
3631,LOT004,LOT004-W04,4,2,tungsten,M3,1.7956,False,50.05,400.07,2024-03-02T13:15:30
3632,LOT004,LOT004-W04,4,3,tungsten,M1,0.9737,True,50.05,400.07,2024-03-02T13:16:00
3633,LOT004,LOT004-W04,4,4,copper,M2,1.1277,True,50.05,400.07,2024-03-02T13:16:30
3634,LOT004,LOT004-W04,4,5,tungsten,M4,2.046,True,50.05,400.07,2024-03-02T13:17:00
3635,LOT004,LOT004-W04,4,6,tungsten,M1,1.0378,True,50.05,400.07,2024-03-02T13:17:30
3636,LOT004,LOT004-W04,4,7,copper,M1,0.7847,True,50.05,400.07,2024-03-02T13:18:00
3637,LOT004,LOT004-W04,4,8,tungsten,M4,2.2844,True,50.05,400.07,2024-03-02T13:18:30
3638,LOT004,LOT004-W04,4,9,copper,M4,1.68,True,50.05,400.07,2024-03-02T13:19:00
3639,LOT004,LOT004-W04,4,10,tungsten,M2,1.3926,True,50.05,400.07,2024-03-02T13:19:30
3640,LOT004,LOT004-W04,5,1,copper,M3,1.4243,False,50.05,400.07,2024-03-02T13:20:00
3641,LOT004,LOT004-W04,5,2,copper,M4,1.6223,True,50.05,400.07,2024-03-02T13:20:30
3642,LOT004,LOT004-W04,5,3,copper,M4,1.6556,True,50.05,400.07,2024-03-02T13:21:00
3643,LOT004,LOT004-W04,5,4,copper,M3,1.4831,True,50.05,400.07,2024-03-02T13:21:30
3644,LOT004,LOT004-W04,5,5,tungsten,M1,0.9343,True,50.05,400.07,2024-03-02T13:22:00
3645,LOT004,LOT004-W04,5,6,tungsten,M4,2.1084,True,50.05,400.07,2024-03-02T13:22:30
3646,LOT004,LOT004-W04,5,7,tungsten,M2,1.3787,True,50.05,400.07,2024-03-02T13:23:00
3647,LOT004,LOT004-W04,5,8,tungsten,M3,2.0109,False,50.05,400.07,2024-03-02T13:23:30
3648,LOT004,LOT004-W04,5,9,tungsten,M1,0.971,True,50.05,400.07,2024-03-02T13:24:00
3649,LOT004,LOT004-W04,5,10,tungsten,M1,1.0428,True,50.05,400.07,2024-03-02T13:24:30
3650,LOT004,LOT004-W04,6,1,tungsten,M3,1.6657,True,50.05,400.07,2024-03-02T13:25:00
3651,LOT004,LOT004-W04,6,2,tungsten,M1,0.9491,True,50.05,400.07,2024-03-02T13:25:30
3652,LOT004,LOT004-W04,6,3,tungsten,M2,1.2548,True,50.05,400.07,2024-03-02T13:26:00
3653,LOT004,LOT004-W04,6,4,tungsten,M4,2.1464,True,50.05,400.07,2024-03-02T13:26:30
3654,LOT004,LOT004-W04,6,5,tungsten,M1,1.0133,True,50.05,400.07,2024-03-02T13:27:00
3655,LOT004,LOT004-W04,6,6,copper,M2,1.0807,False,50.05,400.07,2024-03-02T13:27:30
3656,LOT004,LOT004-W04,6,7,tungsten,M3,1.7286,True,50.05,400.07,2024-03-02T13:28:00
3657,LOT004,LOT004-W04,6,8,copper,M3,1.4249,True,50.05,400.07,2024-03-02T13:28:30
3658,LOT004,LOT004-W04,6,9,tungsten,M4,2.222,True,50.05,400.07,2024-03-02T13:29:00
3659,LOT004,LOT004-W04,6,10,copper,M4,1.7258,True,50.05,400.07,2024-03-02T13:29:30
3660,LOT004,LOT004-W04,7,1,copper,M1,0.8526,True,50.05,400.07,2024-03-02T13:30:00
3661,LOT004,LOT004-W04,7,2,tungsten,M2,1.4765,True,50.05,400.07,2024-03-02T13:30:30
3662,LOT004,LOT004-W04,7,3,tungsten,M4,2.1835,False,50.05,400.07,2024-03-02T13:31:00
3663,LOT004,LOT004-W04,7,4,copper,M3,1.403,True,50.05,400.07,2024-03-02T13:31:30
3664,LOT004,LOT004-W04,7,5,tungsten,M3,1.89,True,50.05,400.07,2024-03-02T13:32:00
3665,LOT004,LOT004-W04,7,6,tungsten,M3,1.8165,True,50.05,400.07,2024-03-02T13:32:30
3666,LOT004,LOT004-W04,7,7,copper,M1,0.8272,True,50.05,400.07,2024-03-02T13:33:00
3667,LOT004,LOT004-W04,7,8,copper,M3,1.3776,True,50.05,400.07,2024-03-02T13:33:30
3668,LOT004,LOT004-W04,7,9,tungsten,M2,1.2849,False,50.05,400.07,2024-03-02T13:34:00
3669,LOT004,LOT004-W04,7,10,tungsten,M1,1.0329,False,50.05,400.07,2024-03-02T13:34:30
3670,LOT004,LOT004-W04,8,1,tungsten,M2,1.4342,True,50.05,400.07,2024-03-02T13:35:00
3671,LOT004,LOT004-W04,8,2,copper,M3,1.3925,True,50.05,400.07,2024-03-02T13:35:30
3672,LOT004,LOT004-W04,8,3,tungsten,M2,1.5131,True,50.05,400.07,2024-03-02T13:36:00
3673,LOT004,LOT004-W04,8,4,copper,M1,0.7927,True,50.05,400.07,2024-03-02T13:36:30
3674,LOT004,LOT004-W04,8,5,copper,M2,1.1611,True,50.05,400.07,2024-03-02T13:37:00
3675,LOT004,LOT004-W04,8,6,copper,M2,1.1058,True,50.05,400.07,2024-03-02T13:37:30
3676,LOT004,LOT004-W04,8,7,copper,M4,1.6411,True,50.05,400.07,2024-03-02T13:38:00
3677,LOT004,LOT004-W04,8,8,tungsten,M1,1.028,True,50.05,400.07,2024-03-02T13:38:30
3678,LOT004,LOT004-W04,8,9,tungsten,M3,1.8571,True,50.05,400.07,2024-03-02T13:39:00
3679,LOT004,LOT004-W04,8,10,copper,M4,1.6757,True,50.05,400.07,2024-03-02T13:39:30
3680,LOT004,LOT004-W04,9,1,copper,M4,1.7323,True,50.05,400.07,2024-03-02T13:40:00
3681,LOT004,LOT004-W04,9,2,tungsten,M4,2.0941,True,50.05,400.07,2024-03-02T13:40:30
3682,LOT004,LOT004-W04,9,3,tungsten,M2,1.4305,True,50.05,400.07,2024-03-02T13:41:00
3683,LOT004,LOT004-W04,9,4,tungsten,M1,0.9863,True,50.05,400.07,2024-03-02T13:41:30
3684,LOT004,LOT004-W04,9,5,copper,M2,1.1047,True,50.05,400.07,2024-03-02T13:42:00
3685,LOT004,LOT004-W04,9,6,tungsten,M1,1.0034,True,50.05,400.07,2024-03-02T13:42:30
3686,LOT004,LOT004-W04,9,7,tungsten,M3,1.9281,True,50.05,400.07,2024-03-02T13:43:00
3687,LOT004,LOT004-W04,9,8,tungsten,M3,1.9232,True,50.05,400.07,2024-03-02T13:43:30
3688,LOT004,LOT004-W04,9,9,copper,M4,1.755,True,50.05,400.07,2024-03-02T13:44:00
3689,LOT004,LOT004-W04,9,10,copper,M1,0.7692,True,50.05,400.07,2024-03-02T13:44:30
3690,LOT004,LOT004-W04,10,1,copper,M1,0.8739,True,50.05,400.07,2024-03-02T13:45:00
3691,LOT004,LOT004-W04,10,2,tungsten,M3,1.637,True,50.05,400.07,2024-03-02T13:45:30
3692,LOT004,LOT004-W04,10,3,copper,M1,0.7982,True,50.05,400.07,2024-03-02T13:46:00
3693,LOT004,LOT004-W04,10,4,tungsten,M2,1.3919,True,50.05,400.07,2024-03-02T13:46:30
3694,LOT004,LOT004-W04,10,5,copper,M3,1.3408,False,50.05,400.07,2024-03-02T13:47:00
3695,LOT004,LOT004-W04,10,6,copper,M1,0.8371,True,50.05,400.07,2024-03-02T13:47:30
3696,LOT004,LOT004-W04,10,7,tungsten,M1,1.0178,True,50.05,400.07,2024-03-02T13:48:00
3697,LOT004,LOT004-W04,10,8,tungsten,M2,1.3555,True,50.05,400.07,2024-03-02T13:48:30
3698,LOT004,LOT004-W04,10,9,tungsten,M2,1.4285,False,50.05,400.07,2024-03-02T13:49:00
3699,LOT004,LOT004-W04,10,10,tungsten,M4,2.1457,True,50.05,400.07,2024-03-02T13:49:30
3700,LOT004,LOT004-W04,11,1,tungsten,M4,2.3158,True,50.05,400.07,2024-03-02T13:50:00
3701,LOT004,LOT004-W04,11,2,tungsten,M3,1.8193,False,50.05,400.07,2024-03-02T13:50:30
3702,LOT004,LOT004-W04,11,3,tungsten,M2,1.5401,True,50.05,400.07,2024-03-02T13:51:00
3703,LOT004,LOT004-W04,11,4,copper,M3,1.5126,True,50.05,400.07,2024-03-02T13:51:30
3704,LOT004,LOT004-W04,11,5,copper,M2,1.0676,True,50.05,400.07,2024-03-02T13:52:00
3705,LOT004,LOT004-W04,11,6,copper,M4,1.7161,True,50.05,400.07,2024-03-02T13:52:30
3706,LOT004,LOT004-W04,11,7,tungsten,M1,1.0824,True,50.05,400.07,2024-03-02T13:53:00
3707,LOT004,LOT004-W04,11,8,copper,M4,1.6466,True,50.05,400.07,2024-03-02T13:53:30
3708,LOT004,LOT004-W04,11,9,copper,M4,1.7815,True,50.05,400.07,2024-03-02T13:54:00
3709,LOT004,LOT004-W04,11,10,copper,M2,1.1152,False,50.05,400.07,2024-03-02T13:54:30
3710,LOT004,LOT004-W04,12,1,tungsten,M2,1.475,True,50.05,400.07,2024-03-02T13:55:00
3711,LOT004,LOT004-W04,12,2,copper,M2,1.1187,True,50.05,400.07,2024-03-02T13:55:30
3712,LOT004,LOT004-W04,12,3,copper,M4,1.7121,True,50.05,400.07,2024-03-02T13:56:00
3713,LOT004,LOT004-W04,12,4,tungsten,M2,1.4496,True,50.05,400.07,2024-03-02T13:56:30
3714,LOT004,LOT004-W04,12,5,copper,M4,1.64,True,50.05,400.07,2024-03-02T13:57:00
3715,LOT004,LOT004-W04,12,6,tungsten,M1,1.0057,True,50.05,400.07,2024-03-02T13:57:30
